cod_usuario,cod_produto,data_compra,quantidade,valor
3364,2,2021-05-19,19,25569.82
1734,4,2021-04-24,18,1060.2
3198,18,2020-07-16,15,118.5
2,11,2021-07-12,19,948.1
1670,9,2020-10-21,5,1945.5
2198,16,2021-06-27,20,100
2645,8,2021-06-01,14,3073.98
3264,15,2021-02-16,4,19.96
1254,14,2021-07-26,19,2640.81
859,4,2020-06-14,2,117.8
2035,4,2021-06-08,20,1178
2094,3,2021-02-08,12,24594
2418,6,2020-02-14,15,13498.5
172,8,2021-06-09,4,878.28
256,7,2020-07-20,12,15605.88
1786,5,2021-07-19,13,5681
2004,18,2021-05-03,9,71.1
2345,8,2020-10-25,7,1536.99
195,20,2021-06-13,14,1818.6
519,3,2021-07-16,5,10247.5
2665,5,2021-01-21,6,2622
2450,3,2020-08-27,12,24594
87,12,2020-11-28,4,310
2015,13,2021-02-13,3,29.7
1458,18,2019-11-07,8,63.2
3071,3,2020-05-06,13,26643.5
988,17,2019-12-14,1,584.1
2334,7,2020-04-13,14,18206.86
3224,12,2019-09-09,7,542.5
2964,5,2021-04-03,20,8740
359,18,2019-11-06,11,86.9
1497,13,2021-04-14,16,158.4
3006,19,2018-06-29,2,4999.8
2642,19,2021-05-04,7,17499.3
1351,16,2020-03-31,9,45
1601,3,2021-04-04,13,26643.5
239,16,2021-03-21,13,65
68,20,2021-06-21,4,519.6
1883,15,2021-04-07,5,24.95
3008,16,2018-07-01,3,15
2192,18,2019-12-13,15,118.5
2939,11,2020-11-15,4,199.6
409,8,2020-08-30,18,3952.26
1847,21,2021-07-21,15,89986.5
3275,12,2020-05-31,11,852.5
3108,20,2019-08-24,15,1948.5
1633,2,2021-07-12,1,1345.78
494,1,2020-12-14,15,68863.5
3343,3,2020-04-01,19,38940.5
43,7,2021-05-03,16,20807.84
230,15,2021-06-03,14,69.86
1698,21,2019-03-15,3,17997.3
1894,2,2021-05-31,7,9420.46
836,5,2020-01-11,14,6118
2494,8,2021-04-14,2,439.14
169,21,2021-07-17,20,119982
1282,21,2021-04-20,3,17997.3
2188,16,2021-01-30,18,90
230,9,2021-03-11,1,389.1
2982,12,2019-04-25,8,620
342,4,2020-10-26,6,353.4
1550,19,2020-08-18,3,7499.7
3163,1,2021-03-15,14,64272.6
1703,11,2021-06-05,9,449.1
143,21,2021-07-24,6,35994.6
1145,20,2021-06-07,17,2208.3
313,2,2021-01-23,19,25569.82
2149,12,2018-06-21,20,1550
3384,15,2021-06-10,13,64.87
173,12,2021-04-04,8,620
2056,3,2019-11-18,4,8198
2259,12,2021-03-24,8,620
502,17,2021-01-20,9,5256.9
285,19,2021-07-27,10,24999
642,7,2021-05-28,15,19507.35
2291,20,2020-11-18,15,1948.5
2866,11,2021-06-30,15,748.5
3214,4,2019-04-03,16,942.4
3362,5,2020-07-30,10,4370
455,3,2019-06-06,20,40990
1002,9,2019-05-15,4,1556.4
852,18,2021-03-22,18,142.2
754,2,2021-04-15,13,17495.14
2072,14,2021-01-28,10,1389.9
3221,19,2019-08-10,11,27498.9
1541,14,2020-06-25,16,2223.84
1296,4,2020-03-13,2,117.8
250,19,2020-07-27,20,49998
1653,18,2019-05-29,20,158
2819,16,2020-04-06,19,95
88,19,2020-08-09,5,12499.5
1732,20,2019-10-07,6,779.4
2164,15,2019-07-01,10,49.9
2133,16,2019-06-09,18,90
3165,20,2020-09-24,4,519.6
1566,19,2020-02-11,9,22499.1
823,13,2021-03-17,11,108.9
2438,1,2020-07-08,18,82636.2
875,10,2021-07-07,2,1399.8
2334,14,2018-08-30,1,138.99
1750,18,2021-02-09,8,63.2
383,13,2021-04-07,3,29.7
2871,14,2019-07-23,17,2362.83
689,5,2020-05-01,1,437
1769,15,2021-06-18,15,74.85
90,10,2020-09-11,12,8398.8
1176,3,2020-11-12,13,26643.5
2960,16,2020-03-21,14,70
2608,6,2021-06-24,6,5399.4
3358,16,2021-01-19,14,70
2466,21,2018-10-10,7,41993.7
1332,9,2020-11-21,2,778.2
3031,16,2020-11-08,12,60
880,17,2020-04-01,4,2336.4
2336,1,2021-07-25,6,27545.4
2100,6,2020-06-12,11,9898.9
2027,7,2021-07-31,11,14305.39
2261,16,2020-08-31,20,100
431,4,2021-07-30,13,765.7
2915,5,2021-07-06,14,6118
2659,8,2021-05-01,8,1756.56
592,21,2021-04-17,17,101984.7
1996,17,2020-04-05,17,9929.7
2714,19,2021-05-27,12,29998.8
1502,5,2019-04-17,15,6555
1174,10,2021-07-13,15,10498.5
2766,14,2019-05-17,18,2501.82
2320,10,2021-06-04,7,4899.3
3245,8,2020-10-09,12,2634.84
931,18,2021-01-06,5,39.5
1298,16,2021-06-17,13,65
3117,16,2020-11-15,9,45
2421,16,2020-01-23,1,5
1479,6,2021-04-27,10,8999
1025,7,2021-06-19,14,18206.86
3033,12,2020-12-23,3,232.5
2241,7,2021-04-24,15,19507.35
2805,18,2021-06-26,1,7.9
274,5,2020-08-25,17,7429
1933,5,2021-03-13,2,874
505,11,2021-02-08,7,349.3
1919,7,2021-07-24,12,15605.88
685,2,2021-07-19,20,26915.6
1190,9,2020-02-08,9,3501.9
684,20,2021-07-29,4,519.6
2610,14,2020-12-12,1,138.99
2505,14,2019-09-23,15,2084.85
2007,10,2020-06-11,13,9098.7
2714,11,2020-07-13,20,998
694,20,2020-11-15,13,1688.7
1355,12,2021-03-30,9,697.5
2300,14,2019-05-27,12,1667.88
2501,8,2021-03-31,1,219.57
2431,21,2021-07-04,7,41993.7
87,2,2021-07-31,12,16149.36
1120,11,2020-09-05,5,249.5
2971,18,2020-01-09,4,31.6
1567,7,2020-07-14,12,15605.88
1032,4,2021-04-10,20,1178
1537,3,2021-01-22,2,4099
3278,17,2021-07-13,10,5841
2264,12,2020-05-15,10,775
1231,18,2021-07-27,11,86.9
1131,5,2021-06-02,20,8740
765,12,2020-04-29,12,930
926,12,2020-09-22,2,155
1144,14,2019-07-09,17,2362.83
764,11,2021-05-17,7,349.3
579,13,2020-01-17,7,69.3
593,5,2021-06-11,7,3059
560,11,2020-01-30,1,49.9
2806,11,2019-10-29,9,449.1
2743,5,2021-03-29,9,3933
1920,16,2021-05-29,4,20
2532,10,2019-08-28,7,4899.3
2671,16,2020-09-30,19,95
3127,2,2021-05-01,3,4037.34
1924,12,2021-06-23,3,232.5
3375,18,2021-07-15,6,47.4
922,11,2021-05-20,8,399.2
689,5,2020-03-22,10,4370
311,7,2020-11-26,3,3901.47
1300,1,2021-05-06,2,9181.8
2153,6,2021-02-09,19,17098.1
660,14,2020-09-19,2,277.98
1110,21,2021-07-17,7,41993.7
1688,7,2020-10-27,12,15605.88
2132,21,2020-07-08,4,23996.4
2093,8,2021-06-11,9,1976.13
1885,7,2021-07-25,11,14305.39
3259,1,2020-12-31,11,50499.9
2985,4,2021-07-26,3,176.7
1386,9,2021-04-15,2,778.2
440,16,2021-07-26,4,20
1587,7,2020-12-23,19,24709.31
2558,1,2021-03-16,20,91818
1815,21,2020-09-25,7,41993.7
2498,1,2020-05-04,12,55090.8
590,17,2021-06-01,17,9929.7
1007,8,2019-11-13,15,3293.55
2877,17,2020-02-10,17,9929.7
287,8,2021-06-24,20,4391.4
16,6,2021-01-18,14,12598.6
758,6,2021-06-30,3,2699.7
1193,9,2021-03-31,7,2723.7
3085,21,2021-05-20,3,17997.3
3127,19,2021-05-09,1,2499.9
1175,17,2021-02-13,4,2336.4
591,7,2020-10-06,10,13004.9
551,19,2021-06-10,10,24999
1574,21,2021-07-24,17,101984.7
3208,14,2020-07-27,16,2223.84
3350,3,2021-05-10,16,32792
638,7,2020-11-04,12,15605.88
2413,21,2020-04-14,8,47992.8
842,6,2020-04-12,1,899.9
2949,12,2019-10-06,6,465
830,14,2020-08-04,20,2779.8
1710,3,2021-05-17,4,8198
1683,3,2020-10-01,15,30742.5
917,5,2021-06-09,17,7429
2096,1,2019-10-04,16,73454.4
784,7,2021-05-24,1,1300.49
2895,17,2020-08-21,9,5256.9
1630,13,2021-01-14,18,178.2
320,5,2021-07-29,17,7429
2297,18,2020-03-23,18,142.2
794,1,2021-02-25,8,36727.2
474,9,2021-07-19,9,3501.9
3307,8,2020-12-05,1,219.57
2703,1,2021-02-07,9,41318.1
3250,19,2021-04-20,12,29998.8
1802,18,2020-12-28,20,158
887,9,2021-02-01,20,7782
3048,8,2020-10-15,16,3513.12
2619,5,2021-06-29,11,4807
2646,5,2020-04-28,17,7429
767,7,2021-07-10,11,14305.39
3228,18,2021-06-23,14,110.6
172,21,2021-07-27,16,95985.6
2503,1,2020-03-29,5,22954.5
1095,9,2021-03-28,14,5447.4
1660,11,2021-02-17,17,848.3
1648,16,2020-08-29,13,65
143,2,2021-06-18,14,18840.92
2300,20,2021-07-31,3,389.7
1762,10,2021-01-05,18,12598.2
367,4,2021-01-23,1,58.9
1708,19,2020-07-11,6,14999.4
1586,5,2021-01-29,10,4370
2605,8,2020-08-26,13,2854.41
1266,20,2020-05-27,9,1169.1
2515,17,2019-07-19,6,3504.6
872,9,2020-09-05,7,2723.7
3136,14,2021-04-27,9,1250.91
2288,5,2021-05-21,4,1748
393,10,2021-06-26,15,10498.5
1984,20,2021-03-06,16,2078.4
957,5,2021-03-08,12,5244
3125,18,2021-01-07,1,7.9
2490,3,2021-07-14,18,36891
932,12,2021-06-07,2,155
1049,10,2021-01-11,14,9798.6
881,13,2021-07-08,9,89.1
1478,3,2021-01-16,19,38940.5
1948,11,2021-07-23,17,848.3
1779,16,2021-07-19,2,10
17,10,2021-06-05,20,13998
335,8,2021-07-27,20,4391.4
2225,18,2021-07-23,1,7.9
2972,19,2018-10-24,14,34998.6
230,5,2020-08-26,3,1311
2054,8,2020-12-16,5,1097.85
2186,10,2021-05-18,12,8398.8
2047,2,2021-06-05,1,1345.78
2348,19,2021-06-18,4,9999.6
1332,20,2021-05-15,8,1039.2
3088,21,2021-05-17,11,65990.1
2896,11,2021-07-15,19,948.1
492,4,2020-10-20,5,294.5
3097,13,2020-12-24,19,188.1
623,7,2020-09-21,12,15605.88
764,19,2019-04-26,2,4999.8
2258,9,2018-02-24,4,1556.4
1912,13,2021-07-30,5,49.5
1082,9,2021-06-03,1,389.1
2925,17,2021-01-01,11,6425.1
1785,11,2020-04-20,15,748.5
2739,21,2020-05-31,16,95985.6
1920,17,2021-03-01,11,6425.1
2330,2,2019-03-27,3,4037.34
1330,17,2021-03-28,7,4088.7
2234,7,2018-09-14,20,26009.8
2895,15,2021-06-11,9,44.91
235,19,2020-11-29,9,22499.1
1107,13,2021-07-20,17,168.3
738,21,2021-07-17,17,101984.7
1437,7,2020-09-24,13,16906.37
2315,5,2021-05-20,20,8740
2004,1,2021-05-21,1,4590.9
2478,21,2018-09-18,18,107983.8
3290,10,2020-11-26,6,4199.4
1129,2,2020-11-18,8,10766.24
1619,11,2019-12-19,12,598.8
864,17,2021-06-20,9,5256.9
3163,20,2021-01-19,8,1039.2
1312,9,2019-03-14,3,1167.3
1549,18,2020-11-18,14,110.6
534,2,2021-05-26,4,5383.12
673,2,2020-08-30,12,16149.36
15,2,2021-07-23,11,14803.58
1184,10,2019-10-05,12,8398.8
1180,1,2020-05-07,15,68863.5
2186,20,2020-11-04,2,259.8
762,4,2020-12-27,9,530.1
1117,9,2021-06-04,3,1167.3
46,13,2020-12-23,16,158.4
1919,6,2021-07-02,10,8999
428,6,2021-06-16,6,5399.4
1383,9,2021-04-20,11,4280.1
1765,3,2020-04-13,2,4099
2669,17,2018-09-05,15,8761.5
1358,2,2021-07-27,7,9420.46
658,19,2020-08-13,11,27498.9
350,4,2019-11-01,6,353.4
1912,3,2021-07-29,5,10247.5
1997,1,2020-07-01,2,9181.8
658,7,2021-02-24,12,15605.88
1528,11,2020-08-16,12,598.8
1254,3,2021-07-14,18,36891
221,1,2021-03-14,9,41318.1
2067,14,2020-12-27,20,2779.8
2361,4,2020-04-29,15,883.5
2958,14,2020-05-28,17,2362.83
3275,11,2020-11-14,15,748.5
2120,15,2021-02-08,4,19.96
751,19,2020-05-01,11,27498.9
1027,3,2021-02-03,2,4099
1826,13,2018-07-05,16,158.4
380,15,2020-10-22,15,74.85
1577,18,2020-03-21,16,126.4
2788,4,2019-11-29,17,1001.3
2205,19,2021-06-02,4,9999.6
1897,17,2021-07-06,3,1752.3
1835,10,2021-07-29,2,1399.8
871,1,2021-04-24,7,32136.3
3333,3,2020-09-02,7,14346.5
1899,9,2021-03-24,8,3112.8
91,6,2021-03-27,16,14398.4
972,14,2021-03-07,9,1250.91
1937,8,2021-01-01,19,4171.83
860,17,2021-04-16,18,10513.8
3215,10,2019-11-13,6,4199.4
477,12,2021-04-25,12,930
515,12,2021-05-06,8,620
536,20,2019-12-03,20,2598
2482,16,2019-10-30,5,25
899,5,2021-07-22,3,1311
1670,8,2020-07-31,17,3732.69
1847,17,2020-11-10,11,6425.1
2710,1,2021-03-01,19,87227.1
545,5,2021-05-30,12,5244
447,9,2021-07-20,11,4280.1
3252,4,2021-02-02,4,235.6
3243,5,2021-03-21,10,4370
1364,14,2021-02-11,18,2501.82
3397,4,2020-10-17,19,1119.1
1725,10,2021-01-15,14,9798.6
480,20,2021-06-17,19,2468.1
606,4,2020-01-31,12,706.8
2490,14,2021-02-21,18,2501.82
3343,8,2020-05-28,5,1097.85
1900,19,2020-07-17,15,37498.5
1368,17,2021-03-08,9,5256.9
1600,15,2020-12-31,1,4.99
2704,2,2020-07-16,9,12112.02
319,12,2019-12-08,6,465
3187,18,2020-04-10,7,55.3
3009,19,2020-06-24,8,19999.2
1787,7,2019-11-30,3,3901.47
3076,9,2019-03-03,17,6614.7
3374,3,2019-08-16,13,26643.5
2493,9,2021-06-12,18,7003.8
1876,10,2021-07-14,18,12598.2
3157,11,2018-09-25,5,249.5
765,2,2019-12-27,19,25569.82
293,21,2020-12-09,14,83987.4
1441,15,2020-11-01,9,44.91
152,18,2021-03-11,15,118.5
180,9,2020-03-04,17,6614.7
749,13,2021-07-12,10,99
167,11,2021-06-03,18,898.2
2189,4,2021-02-12,15,883.5
557,4,2021-06-25,20,1178
1792,3,2021-03-28,17,34841.5
3358,5,2021-04-14,2,874
1947,8,2019-05-25,11,2415.27
1994,11,2018-10-29,10,499
1446,2,2020-04-06,8,10766.24
2647,8,2020-10-28,14,3073.98
1725,16,2021-03-07,19,95
334,21,2019-04-17,20,119982
1048,14,2021-05-05,16,2223.84
917,10,2020-07-03,13,9098.7
1019,12,2021-01-23,2,155
552,18,2021-04-16,19,150.1
316,10,2020-04-18,8,5599.2
2689,5,2021-07-03,15,6555
1298,5,2021-07-20,12,5244
261,4,2021-07-29,17,1001.3
1715,21,2021-06-23,6,35994.6
834,14,2021-07-01,2,277.98
3025,21,2018-07-01,1,5999.1
1349,7,2020-05-20,8,10403.92
1933,17,2021-02-06,2,1168.2
1524,20,2021-05-15,9,1169.1
2515,9,2019-01-12,16,6225.6
1053,21,2021-05-22,6,35994.6
3364,8,2020-11-13,4,878.28
1755,21,2019-06-12,12,71989.2
3407,3,2021-06-06,18,36891
1445,3,2021-07-07,7,14346.5
218,8,2021-03-12,8,1756.56
933,20,2020-08-26,11,1428.9
2782,20,2021-01-03,10,1299
618,1,2020-12-04,3,13772.7
801,4,2021-06-23,3,176.7
457,9,2019-10-10,5,1945.5
2581,7,2021-07-24,9,11704.41
814,19,2021-03-17,16,39998.4
370,6,2021-05-15,6,5399.4
2058,2,2020-07-25,13,17495.14
2950,1,2020-10-17,19,87227.1
1899,1,2019-12-27,15,68863.5
664,11,2021-05-01,19,948.1
1449,21,2020-04-02,17,101984.7
1460,8,2021-07-10,4,878.28
524,8,2021-02-24,3,658.71
2829,18,2020-05-19,13,102.7
1765,20,2019-08-13,12,1558.8
1439,7,2020-11-30,3,3901.47
2812,17,2021-02-09,9,5256.9
1892,11,2021-06-11,4,199.6
1245,6,2020-02-15,8,7199.2
3287,6,2020-11-06,17,15298.3
2949,13,2019-11-13,11,108.9
1989,21,2019-01-09,14,83987.4
880,21,2021-01-24,14,83987.4
1922,1,2019-09-29,15,68863.5
2781,7,2021-01-30,4,5201.96
2151,2,2021-07-15,1,1345.78
787,15,2021-04-13,19,94.81
2271,10,2021-06-18,2,1399.8
1490,21,2021-01-28,9,53991.9
1708,1,2019-03-16,4,18363.6
2999,21,2021-05-24,16,95985.6
526,7,2021-05-15,20,26009.8
2892,8,2021-04-18,2,439.14
3123,20,2021-06-04,15,1948.5
2638,19,2021-07-27,15,37498.5
3350,3,2021-04-08,4,8198
436,10,2021-01-23,17,11898.3
106,1,2019-05-08,7,32136.3
2106,17,2020-11-24,6,3504.6
3286,17,2019-11-01,11,6425.1
439,14,2021-07-25,2,277.98
3219,2,2019-05-14,12,16149.36
3310,16,2019-07-20,11,55
528,17,2020-12-02,5,2920.5
120,9,2021-07-09,14,5447.4
1012,13,2020-04-04,14,138.6
198,14,2020-09-07,16,2223.84
737,12,2021-07-20,1,77.5
2330,6,2021-07-26,10,8999
6,15,2020-12-30,12,59.88
617,15,2021-05-15,14,69.86
1487,2,2021-04-30,19,25569.82
3365,8,2020-10-15,2,439.14
2181,21,2020-11-17,19,113982.9
874,16,2020-09-17,5,25
2612,12,2020-07-27,17,1317.5
2340,5,2020-04-27,11,4807
3396,17,2020-08-25,5,2920.5
1886,17,2020-04-12,8,4672.8
1296,16,2020-07-25,12,60
1498,14,2021-05-24,3,416.97
1921,5,2018-08-19,11,4807
3220,21,2021-06-20,10,59991
2833,2,2019-07-27,2,2691.56
2087,13,2021-04-11,2,19.8
2064,21,2020-04-30,5,29995.5
284,4,2019-03-02,10,589
889,1,2020-12-14,4,18363.6
947,18,2020-01-20,8,63.2
510,13,2020-02-22,8,79.2
2478,20,2020-05-16,12,1558.8
3119,15,2020-06-06,18,89.82
1767,11,2021-03-01,9,449.1
1288,5,2020-01-01,12,5244
2503,20,2019-01-13,15,1948.5
1010,5,2021-07-06,3,1311
2593,10,2020-11-10,7,4899.3
2781,20,2019-06-28,5,649.5
3190,16,2021-06-14,6,30
3247,3,2021-06-07,14,28693
2692,10,2021-05-27,5,3499.5
1745,17,2020-12-28,17,9929.7
2083,14,2020-01-05,10,1389.9
1264,3,2021-07-19,18,36891
2388,7,2020-05-02,19,24709.31
1729,7,2021-04-14,7,9103.43
434,10,2021-07-24,12,8398.8
306,4,2020-11-08,17,1001.3
72,9,2020-12-11,7,2723.7
2528,1,2021-07-10,6,27545.4
1326,5,2021-04-22,18,7866
715,1,2021-03-19,8,36727.2
2704,9,2021-04-22,14,5447.4
2717,3,2021-04-08,8,16396
1171,15,2021-02-22,18,89.82
268,17,2020-09-07,13,7593.3
1455,3,2021-05-18,16,32792
840,19,2021-05-07,18,44998.2
1452,19,2021-01-13,5,12499.5
2686,10,2019-10-04,7,4899.3
1069,21,2021-05-02,4,23996.4
1355,12,2021-03-27,17,1317.5
1922,7,2020-10-17,8,10403.92
1945,7,2021-01-02,5,6502.45
771,17,2019-10-04,12,7009.2
493,4,2021-05-15,6,353.4
3205,21,2018-09-01,14,83987.4
1856,18,2019-12-30,2,15.8
183,14,2021-03-18,18,2501.82
1153,5,2021-06-27,2,874
1598,10,2019-10-02,4,2799.6
2576,19,2020-10-11,18,44998.2
2277,6,2020-03-25,18,16198.2
2205,4,2021-04-12,11,647.9
3005,17,2021-05-14,12,7009.2
2037,16,2021-03-22,20,100
2105,3,2021-07-30,8,16396
2139,9,2020-09-25,17,6614.7
896,14,2020-07-26,2,277.98
1075,6,2020-05-20,18,16198.2
2145,11,2020-07-02,13,648.7
7,14,2021-01-30,16,2223.84
3274,2,2021-02-16,12,16149.36
1228,18,2021-05-15,7,55.3
1636,1,2019-06-06,1,4590.9
614,4,2020-02-01,20,1178
1571,9,2021-07-03,8,3112.8
1388,21,2020-07-31,6,35994.6
3248,20,2019-07-14,1,129.9
2269,4,2019-11-30,13,765.7
310,18,2021-04-23,7,55.3
1039,15,2020-01-14,14,69.86
2031,7,2021-03-24,9,11704.41
2968,13,2021-04-28,5,49.5
40,7,2020-12-07,9,11704.41
1053,10,2020-10-02,4,2799.6
3185,8,2021-07-22,6,1317.42
1792,8,2021-07-08,1,219.57
612,8,2019-12-21,7,1536.99
2756,11,2019-01-24,2,99.8
2551,16,2021-07-22,7,35
627,8,2021-07-17,15,3293.55
1547,4,2021-04-15,8,471.2
2253,12,2021-07-29,6,465
193,6,2021-07-02,1,899.9
2668,16,2020-02-02,20,100
2029,1,2019-10-13,13,59681.7
947,19,2019-08-19,18,44998.2
267,15,2020-09-11,17,84.83
833,13,2021-01-27,19,188.1
2337,4,2020-07-28,18,1060.2
1214,6,2021-07-12,17,15298.3
1173,3,2021-05-22,2,4099
1834,8,2021-07-30,1,219.57
2246,13,2018-10-09,19,188.1
2178,15,2018-11-06,4,19.96
1683,3,2020-12-21,19,38940.5
2518,6,2019-04-19,16,14398.4
2886,4,2020-04-05,17,1001.3
1450,16,2021-05-15,18,90
492,2,2021-01-12,5,6728.9
2010,10,2020-03-20,1,699.9
2329,14,2019-03-03,16,2223.84
2835,19,2019-12-07,1,2499.9
478,17,2021-01-10,10,5841
2257,10,2020-01-09,5,3499.5
1459,2,2021-07-16,4,5383.12
1442,19,2021-07-09,6,14999.4
3363,20,2021-05-06,4,519.6
887,5,2021-01-23,5,2185
2578,19,2021-07-25,5,12499.5
2243,14,2021-06-18,3,416.97
2109,4,2020-12-09,7,412.3
1556,11,2019-12-10,16,798.4
809,4,2021-03-17,18,1060.2
858,20,2021-01-29,10,1299
405,14,2020-10-10,17,2362.83
876,14,2020-01-05,7,972.93
455,14,2020-12-04,4,555.96
2272,17,2021-02-25,1,584.1
8,19,2021-07-25,12,29998.8
2640,2,2021-04-17,18,24224.04
147,10,2021-07-19,8,5599.2
2178,4,2018-04-30,3,176.7
915,13,2020-09-07,14,138.6
1642,18,2020-03-01,13,102.7
3213,11,2020-08-21,1,49.9
661,5,2021-07-07,11,4807
3012,1,2021-05-05,16,73454.4
1474,12,2021-02-14,16,1240
36,15,2020-08-20,2,9.98
1425,15,2021-04-27,6,29.94
2131,2,2021-03-08,10,13457.8
1910,10,2020-06-10,19,13298.1
1226,3,2020-09-10,11,22544.5
1612,6,2018-11-26,4,3599.6
1887,9,2021-02-02,2,778.2
2589,16,2021-07-30,5,25
1704,18,2021-03-04,8,63.2
1766,8,2021-07-23,2,439.14
1499,12,2020-05-26,9,697.5
1796,3,2019-04-23,19,38940.5
3149,10,2019-05-22,1,699.9
990,11,2021-07-31,10,499
1319,14,2021-04-27,1,138.99
208,2,2021-05-14,14,18840.92
2152,8,2021-05-01,10,2195.7
1190,21,2020-05-15,18,107983.8
1683,21,2020-09-24,1,5999.1
1567,1,2021-02-23,20,91818
703,3,2021-04-09,13,26643.5
2724,18,2020-06-16,6,47.4
1453,14,2021-07-21,12,1667.88
1954,18,2021-06-07,7,55.3
404,20,2021-07-13,6,779.4
1436,3,2021-02-28,7,14346.5
1224,19,2021-02-25,1,2499.9
1210,5,2021-06-04,20,8740
418,13,2019-05-09,13,128.7
1688,4,2019-12-25,17,1001.3
2675,19,2019-12-14,3,7499.7
2485,20,2021-02-07,9,1169.1
1045,21,2021-01-31,13,77988.3
2089,15,2021-03-18,5,24.95
2094,3,2019-10-12,10,20495
2969,19,2021-07-19,9,22499.1
3034,18,2021-04-24,10,79
1009,4,2020-12-22,17,1001.3
2088,18,2019-08-22,16,126.4
1255,19,2021-07-01,3,7499.7
2471,12,2019-06-28,13,1007.5
332,6,2020-06-25,2,1799.8
1845,8,2020-08-04,9,1976.13
2387,12,2019-12-21,14,1085
2611,3,2021-06-09,7,14346.5
350,15,2021-05-08,8,39.92
1710,6,2020-12-15,9,8099.1
944,7,2020-11-22,9,11704.41
1554,14,2020-12-31,10,1389.9
1065,10,2020-09-19,17,11898.3
3169,14,2021-05-05,2,277.98
2636,2,2018-08-23,18,24224.04
1723,14,2020-04-08,10,1389.9
33,15,2020-05-15,6,29.94
168,6,2020-07-15,1,899.9
974,6,2021-04-11,14,12598.6
3214,19,2021-01-13,13,32498.7
742,1,2021-07-22,7,32136.3
2686,14,2019-01-20,6,833.94
1894,15,2021-01-25,4,19.96
1377,21,2020-11-14,17,101984.7
214,20,2021-07-08,2,259.8
2483,1,2020-12-29,15,68863.5
2086,18,2020-07-03,7,55.3
2981,6,2021-06-10,4,3599.6
1232,13,2021-03-17,9,89.1
2984,17,2021-02-06,3,1752.3
1118,16,2021-07-12,19,95
623,5,2021-02-28,16,6992
822,1,2020-12-11,9,41318.1
1051,10,2021-07-31,16,11198.4
356,4,2020-10-20,15,883.5
56,11,2020-12-02,3,149.7
1968,19,2021-07-26,17,42498.3
502,18,2021-05-11,8,63.2
2077,10,2020-06-30,2,1399.8
1403,9,2021-02-16,14,5447.4
1915,2,2020-06-10,18,24224.04
501,18,2019-09-14,16,126.4
892,8,2020-11-29,6,1317.42
2349,9,2021-07-02,13,5058.3
528,9,2021-03-20,8,3112.8
1083,12,2020-10-01,17,1317.5
849,6,2020-07-16,8,7199.2
1521,3,2021-07-19,18,36891
2072,14,2021-07-21,17,2362.83
496,15,2021-07-09,12,59.88
500,8,2020-09-30,19,4171.83
2448,11,2020-05-18,12,598.8
2409,15,2020-09-30,1,4.99
2561,19,2020-06-14,5,12499.5
3381,21,2021-06-16,15,89986.5
1955,21,2020-09-22,5,29995.5
2631,11,2021-07-19,12,598.8
1205,9,2021-03-08,18,7003.8
571,14,2021-04-29,11,1528.89
78,14,2020-06-03,7,972.93
1228,7,2021-01-19,16,20807.84
3101,6,2019-06-09,12,10798.8
2672,3,2020-12-21,15,30742.5
1481,13,2020-09-29,1,9.9
1393,11,2021-04-28,5,249.5
1023,4,2020-02-11,6,353.4
2701,9,2019-08-22,12,4669.2
1272,8,2021-03-29,20,4391.4
916,6,2020-10-27,18,16198.2
1401,12,2020-05-27,17,1317.5
3231,6,2020-12-19,1,899.9
2323,19,2020-05-31,7,17499.3
1780,7,2020-07-19,10,13004.9
2155,3,2020-03-03,6,12297
1315,11,2020-01-01,12,598.8
715,8,2021-01-08,4,878.28
684,3,2021-06-12,5,10247.5
1909,5,2020-09-24,9,3933
2830,20,2020-12-16,5,649.5
892,9,2021-04-12,12,4669.2
1043,13,2020-11-06,1,9.9
1203,6,2021-07-28,15,13498.5
3179,21,2021-07-05,19,113982.9
2139,6,2020-10-19,10,8999
2200,14,2019-04-16,2,277.98
153,3,2020-11-10,18,36891
1158,7,2020-10-02,13,16906.37
3318,18,2019-07-14,10,79
1846,1,2021-05-26,18,82636.2
1415,8,2019-06-07,4,878.28
261,10,2021-07-29,2,1399.8
1687,2,2020-03-06,3,4037.34
2456,7,2020-08-20,6,7802.94
3276,2,2021-06-06,4,5383.12
2781,19,2018-08-16,17,42498.3
454,2,2019-08-24,20,26915.6
307,11,2021-03-06,12,598.8
823,6,2021-07-23,2,1799.8
208,19,2021-06-12,5,12499.5
422,4,2019-12-16,8,471.2
1132,15,2021-01-29,19,94.81
2212,9,2020-04-30,4,1556.4
719,4,2021-05-18,10,589
2309,11,2020-10-29,7,349.3
903,16,2020-09-11,8,40
1107,19,2021-07-17,10,24999
1396,14,2020-10-19,12,1667.88
3295,19,2020-06-25,19,47498.1
2153,8,2019-09-03,7,1536.99
1692,18,2020-07-22,10,79
1267,5,2021-06-22,16,6992
1399,20,2021-02-05,20,2598
534,18,2021-07-11,4,31.6
1836,6,2019-12-05,4,3599.6
3212,9,2021-04-04,18,7003.8
1611,19,2020-05-20,16,39998.4
3097,2,2021-01-07,1,1345.78
1103,8,2020-10-15,10,2195.7
598,4,2021-07-31,10,589
2926,20,2021-03-27,5,649.5
1150,4,2020-08-12,20,1178
1879,7,2021-01-06,16,20807.84
3085,8,2020-03-05,12,2634.84
106,1,2020-01-24,14,64272.6
2965,18,2021-02-25,12,94.8
